-1.087693e-01 -8.996017e-01 -4.720592e-01 -2.045223e-01 6.684744e-01 -2.305570e-01 8.877799e-01 -2.549031e-01 -6.022057e-01 -2.596797e-01
-4.579174e-01 -1.375281e-01 -4.425140e-02 -4.643663e-01 1.995215e-01 -1.058206e+00 8.649241e-02 2.889091e-01 -1.050789e-01 3.086598e-02
2.647365e-02 -1.981802e-01 -3.473355e-01 -1.862526e-01 -3.373460e-01 -2.764335e-01 -4.690345e-02 -6.845320e-01 -2.775135e-01 -4.529255e-01
-7.989305e-01 -2.589937e-01 -1.408710e-01 -1.421736e-01 -1.056745e-01 -1.459877e-02 -2.385788e-02 -6.815544e-01 -4.995504e-01 -2.418365e-01
-2.193827e-01 -7.143314e-01 -2.320931e-01 -3.854359e-01 4.562775e-01 8.257916e-01 8.317481e-01 -6.025665e-01 -3.292276e-01 -5.088340e-01
-4.239969e-01 5.346984e-01 2.715402e-01 -3.364044e-01 3.955532e-01 -7.519471e-01 -6.986890e-01 3.688266e-01 1.369990e-01 5.383531e-02
4.294904e-01 -3.738094e-01 -2.981987e-01 1.201626e-01 -3.238408e-01 3.034337e-01 -1.477150e-01 -6.642459e-01 -2.055281e-01 -3.088006e-01
7.344095e-01 -2.598367e-01 -2.010955e-01 -1.926593e-01 -1.215932e-01 -3.201929e-01 1.186874e-01 2.900107e-01 -5.231212e-02 4.455973e-02
-4.614057e-02 -1.929808e-01 -3.553456e-02 5.452429e-01 -1.413383e-01 -4.033945e-01 -3.039215e-01 -1.327605e-01 -2.720934e-01 -2.668008e-01
-3.640398e-01 -9.775725e-02 1.970994e-01 -4.448959e-01 -8.460035e-01 -7.608467e-01 3.311511e-01 2.886390e-01 1.971357e-01 4.105878e-01
-4.325034e-01 -5.395108e-01 -1.715691e+00 2.054373e-01 2.287819e-01 3.933956e-02 -3.119749e-01 7.871544e-01 6.975234e-01 3.141316e-01
-6.526433e-02 -5.352950e-02 1.012808e-01 4.329268e-02 6.519785e-01 1.928582e-03 3.093679e-02 1.924594e-01 -3.193283e-02 -1.346957e-01
6.632744e-01 -7.730317e-01 -6.071236e-01 -3.430470e-01 7.775357e-01 -6.539790e-01 -2.715614e-01 -4.488470e-01 -7.511817e-01 -6.246771e-01
-9.953293e-02 1.436606e-01 1.456211e-01 4.318708e-01 5.054493e-01 -2.954149e-01 -1.141589e-01 1.020573e-01 -2.107788e-02 -2.496175e-01
-4.519925e-01 -8.194965e-03 5.774217e-01 -4.213577e-01 -8.058762e-01 -8.172632e-01 1.967271e-01 2.194181e-01 1.568313e-01 5.559479e-01
-2.672241e-01 -2.468181e-01 -3.482380e-01 2.927527e-01 -5.649804e-01 7.891833e-01 -3.261595e-01 -1.431286e+00 -3.402426e-01 1.192413e+00
