-1.311926e-01 -1.865862e-01 -1.108092e+00 -3.266177e-01 -3.629973e-01 6.489812e-01 -1.030743e-02 1.238763e+00 1.168545e+00 -6.092762e-01
4.400486e-01 -7.290502e-01 6.248648e-01 -4.655721e-01 -6.422577e-01 2.927577e-01 -2.181768e-01 3.392899e-01 4.938049e-01 -1.096684e+00
-6.022235e-01 -1.829516e-01 2.449704e-01 -1.916190e-02 -7.323373e-01 2.407246e-02 5.682236e-02 -1.523449e-01 3.912322e-02 -1.398005e+00
-4.487771e-02 -1.566706e-01 -9.236999e-01 -8.509648e-02 2.965163e-01 -2.353949e-01 -1.563381e-02 -1.103871e+00 1.336356e+00 6.741385e-01
-2.189362e-01 -3.200453e-01 -1.137975e+00 3.150634e-01 -3.583039e-01 3.420892e-01 -1.933514e-01 1.790088e+00 -1.101527e+00 7.557107e-01
-1.483865e-01 -2.683528e-01 -4.210413e-02 5.617961e-01 -1.342799e-01 -4.125578e-01 -6.219540e-02 -1.846329e-01 -6.742704e-02 -2.280602e-01
3.020590e-01 2.761066e-01 -5.832058e-01 2.825363e-01 -3.444851e-01 -6.088003e-01 2.190111e-01 -5.038755e-01 -4.016497e-01 -3.580901e-01
-1.654350e-01 -9.779692e-03 -1.790225e-01 5.546627e-01 -1.431378e-01 -3.262679e-01 -6.484850e-02 -8.294347e-02 7.653573e-02 -3.356402e-01
-4.707849e-01 -5.261035e-01 3.054497e-01 1.216942e-01 5.926297e-02 -1.267210e-01 -3.303022e-01 -3.471992e-01 1.361018e-01 -1.720006e-01
-3.802501e-01 -5.131969e-01 9.606624e-01 -4.619304e-01 3.234495e-01 4.750113e-01 -1.531029e-01 7.260765e-01 -1.532614e+00 3.988861e-01
-2.327586e-01 7.979199e-01 -7.052009e-01 -2.867276e-01 -2.914961e-01 -2.350172e-01 4.730796e-01 -4.812667e-01 -5.639269e-01 -2.640804e-01
6.071548e-01 -1.839571e-01 1.044577e-01 -7.055791e-02 -2.501039e-01 -2.513224e-01 -4.409503e-02 5.992115e-01 1.011461e-01 2.501077e-01
-2.047329e-01 -2.582317e-01 -3.761216e-01 6.215669e-01 -4.711750e-02 -5.145837e-01 -2.609701e-01 -4.255406e-01 -5.918729e-01 -4.997668e-01
-4.404593e-01 -7.262774e-01 5.318101e-01 -3.780410e-01 1.131173e-01 2.678829e-01 -1.653964e-01 -3.328062e-01 1.322048e-01 2.126871e-01
-1.116146e-01 7.738877e-01 -5.828833e-01 -2.078756e-01 -1.975463e-01 7.723407e-02 3.943252e-01 -1.770563e-01 -4.100713e-01 -1.140328e-01
2.232971e-01 2.620329e-01 -2.491052e-02 -6.785214e-01 -1.638112e-01 1.472562e-01 -7.762518e-01 -4.403935e-01 3.706315e-02 5.286296e-02
2.286304e-01 3.228567e-01 -4.604107e-02 -6.579544e-01 -1.035444e-01 6.415863e-02 -8.516043e-01 -3.623586e-01 -3.322639e-01 -2.410299e-01
4.108650e-02 1.887049e-01 8.194603e-02 1.194099e-02 -2.586737e-01 -2.906304e-01 -9.733910e-01 -4.961239e-01 -2.653124e-01 -1.710492e-01
2.540411e-03 1.182083e+00 -3.055318e-01 -1.298326e-02 -1.366075e-01 -1.789418e-03 -3.427835e-01 -3.348166e-02 -1.225495e-01 -3.250389e-01
